sCT ID	chromosome	5’ boundary of the cryptic zone	3’ boundary of the cryptic zone	cTSS	cdsEnd	txEnd	strand	host_gene	sCT expression in spt6-1004 (FPKM)	Log2 spt6-1004/WT FC	z score
YDL230W_crA	IV	43052	43178	43115	43707	43712	+	YDL230W	12.7131010595289	0.236411277151524	15.8065644027195
YDL231C_crA	IV	40791	40307	40549	38866	38795	-	YDL231C	46.2819028833598	0.553663584466402	15.0727430560393
YDL233W_crA	IV	37389	37601	37495	38173	38376	+	YDL233W	36.9346637596926	1.06795979294538	16.2796885821193
YDL234C_crA	IV	35254	35184	35219	34236	34139	-	YDL234C	43.9486391782122	1.9403545191004	18.008290612313
YDR017C_crA	IV	480601	480437	480519	479114	478968	-	YDR017C	64.6978324189715	0.58278181313473	22.8341732835513
YDR018C_crA	IV	483523	483377	483450	482669	482496	-	YDR018C	1.12416324602299	0.439161373781657	17.6675846268438
YDR026C_crA	IV	493250	493128	493189	492555	492472	-	YDR026C	41.9235855788383	0.411960691911959	17.8644645360018
YDR027C_crA	IV	496226	496098	496162	494648	494656	-	YDR027C	31.3017707774721	0.6512070525844	19.2490629382846
YDR036C_crA	IV	523943	523875	523909	523210	523137	-	YDR036C	135.257434082478	1.1728935879148	16.1726903037851
YDR049W_crA	IV	554219	554347	554283	555152	555213	+	YDR049W	78.510261504467	0.865068659053427	21.8402147249003
YDR061W_crA	IV	575219	575413	575316	575783	575814	+	YDR061W	56.3289589337236	0.858608146772731	15.3920264481763
YDR069C_crA	IV	586217	586029	586123	584938	584712	-	YDR069C	13.938859277173	1.07588043570125	18.1508661756181
YDR069C_crB	IV	585758	585654	585706	584938	584712	-	YDR069C	75.3032244075387	1.23198962721998	18.1508661756181
YDR080W_crA	IV	604836	604966	604901	606986	607454	+	YDR080W	39.5757710692309	1.09735122632353	21.5971091495671
YDR085C_crA	IV	615212	615060	615136	614287	614234	-	YDR085C	58.2267565943933	1.92686328788559	27.5427573393284
YDR096W_crA	IV	638042	638230	638136	639823	639847	+	YDR096W	30.7764013979506	1.11846281752127	15.9359300638248
YDR097C_crA	IV	642307	642163	642235	640108	640170	-	YDR097C	38.8673656721138	0.389760451509757	23.7061817613549
YDR097C_crB	IV	642069	641841	641955	640108	640170	-	YDR097C	29.6328559497761	0.702092036979035	23.7061817613549
YDR103W_crA	IV	659314	659470	659392	661103	661151	+	YDR103W	20.1700731900946	0.541246279079982	17.5863575320585
YDR104C_crA	IV	663086	663022	663054	661172	661082	-	YDR104C	42.6629811629526	1.54982474557221	30.7289693609397
YDR104C_crB	IV	662872	662682	662777	661172	661082	-	YDR104C	29.9409309005652	1.72420018152016	30.7289693609397
YDR108W_crA	IV	672698	672794	672746	673365	673439	+	YDR108W	49.6735520271704	1.17963498693094	22.7742176039965
YDR116C_crA	IV	683259	683149	683204	682723	682626	-	YDR116C	31.8152709434334	0.459108735793167	20.3832280995023
YDR117C_crA	IV	684711	684567	684639	683945	683898	-	YDR117C	43.5731008875926	0.634127540538866	18.6801675095975
YDR122W_crA	IV	696588	696776	696682	697894	698039	+	YDR122W	49.9950289459422	0.935585374634294	20.8697310376838
YDR124W_crA	IV	700890	700976	700933	701289	701383	+	YDR124W	30.3158153934156	1.89396491860707	19.4404532200678
YDR127W_crA	IV	707502	707786	707644	709250	709287	+	YDR127W	66.0908238362438	0.16332793928046	17.8300884009657
YDR128W_crA	IV	711554	711734	711644	712995	713239	+	YDR128W	73.3455133425026	1.06737347336355	32.5887726134133
YDR131C_crA	IV	717545	717349	717447	716789	716770	-	YDR131C	47.2948607865631	1.35990907027017	25.5066615499138
YDR132C_crA	IV	719376	719224	719300	718815	718834	-	YDR132C	5.123984116761	0.383815289468816	18.666419658301
YDR137W_crA	IV	729481	729649	729565	730250	730375	+	YDR137W	47.1828994631538	0.648203163694764	17.1032820837255
YDR138W_crA	IV	731750	731930	731840	732836	733439	+	YDR138W	52.9674027076556	0.78647788149715	21.4302098809968
YDR141C_crA	IV	737653	737377	737515	734900	734722	-	YDR141C	25.6235565353003	0.459738787078525	16.8997230310051
YDR141C_crB	IV	737154	736902	737028	734900	734722	-	YDR141C	18.2863872537396	0.491574333442539	16.8997230310051
YDR141C_crC	IV	736705	736569	736637	734900	734722	-	YDR141C	54.4566221819636	0.616363241551429	16.8997230310051
YDR145W_crA	IV	747439	747553	747496	748357	748439	+	YDR145W	79.467308374852	0.972325145694419	18.2677611532473
YDR151C_crA	IV	764824	764746	764785	764177	763962	-	YDR151C	149.891095745834	1.31417475984637	18.8187743861823
YDR151C_crB	IV	764608	764564	764586	764177	763962	-	YDR151C	104.326289927747	1.89303978187069	18.8187743861823
YDR159W_crA	IV	773941	774213	774077	775782	775807	+	YDR159W	37.4264319350998	0.411148226466028	15.5681742364641
YDR160W_crA	IV	777629	777833	777731	778721	778711	+	YDR160W	49.3436017799681	1.30562347351005	29.5300398819251
YDR164C_crA	IV	783371	783271	783321	782040	781882	-	YDR164C	22.2313646193787	-0.266156865407704	17.0801156140963
YDR164C_crB	IV	783178	783000	783089	782040	781882	-	YDR164C	48.8441217601539	0.147086065570604	17.0801156140963
YDR166C_crA	IV	787754	787504	787629	786305	786290	-	YDR166C	43.9561465008138	0.924635220812075	23.6957784371709
YDR168W_crA	IV	791124	791254	791189	791848	791887	+	YDR168W	73.041540300644	0.531471671577976	15.7267096510511
YDR180W_crA	IV	824135	824363	824249	825776	825792	+	YDR180W	42.864831346229	1.72340925824819	40.3353024031065
YDR181C_crA	IV	826314	826208	826261	825909	825955	-	YDR181C	123.601058318318	1.7804093802215	21.8581978408097
YDR185C_crA	IV	832267	832153	832210	831933	831923	-	YDR185C	2.38006351614704	0.19962841850873	16.8977692368401
YDR192C_crA	IV	844097	843997	844047	843568	843595	-	YDR192C	46.7936241374714	0.665151191206299	15.8904127868531
YDR195W_crA	IV	849763	849843	849803	850200	850208	+	YDR195W	92.9663438001497	1.49349025225282	18.9987534805061
YDR197W_crA	IV	851715	851817	851766	852397	852496	+	YDR197W	25.307717713436	0.718187497053116	15.9975512106331
YDR200C_crA	IV	855535	855305	855420	854278	854195	-	YDR200C	40.6226795874517	0.51669309847194	17.5139766882101
YDR205W_crA	IV	860165	860477	860321	861520	861576	+	YDR205W	14.1231239392727	0.0665661123610659	16.9720031668469
YDR207C_crA	IV	866075	865891	865983	865011	864923	-	YDR207C	45.8910664112553	0.658657571347316	22.3604222401024
YDR208W_crA	IV	869210	869376	869293	870563	870544	+	YDR208W	16.7838253101073	0.129139331857579	18.0432823020802
YDR213W_crA	IV	890812	890978	890895	892492	892616	+	YDR213W	21.2700836967333	0.51692281158357	21.0930224297344
YDR213W_crB	IV	890977	891399	891188	892492	892616	+	YDR213W	17.4076770677891	0.626346612672693	21.0930224297344
YDR217C_crA	IV	901282	900924	901103	899550	899508	-	YDR217C	34.6301043748077	0.71927646836851	24.3357290733809
YDR227W_crA	IV	919792	920128	919960	921647	921849	+	YDR227W	69.5879222825238	0.796939073595441	25.6436511006657
YDR228C_crA	IV	922852	922650	922751	921925	921924	-	YDR228C	45.8727341604912	0.436356532435739	20.8686699264926
YDR234W_crA	IV	932271	932375	932323	933210	933313	+	YDR234W	101.408738763845	1.03818130367922	21.533628536318
YDR235W_crA	IV	934273	934573	934423	935138	935385	+	YDR235W	32.1916677235227	0.468788242532849	19.5086102851894
YDR239C_crA	IV	941882	941730	941806	941056	940980	-	YDR239C	10.6723706354929	0.0662157572860199	16.622661658318
YDR239C_crB	IV	941554	941408	941481	941056	940980	-	YDR239C	24.4299790141489	0.479511741059662	16.622661658318
YDR243C_crA	IV	949647	949599	949623	948517	946852	-	YDR243C	27.9591983514399	0.612016222492063	15.284799351484
YDR243C_crB	IV	949306	949182	949244	948517	946852	-	YDR243C	32.3178089190491	0.923209073857676	15.284799351484
YDR244W_crA	IV	951362	951578	951470	952401	952537	+	YDR244W	19.0780180505825	0.765152146178641	15.4546962526435
YDR254W_crA	IV	965767	965929	965848	966489	967017	+	YDR254W	7.8870424759717	0.173847730892982	16.0107435625496
YDR256C_crA	IV	968912	968830	968871	968132	967988	-	YDR256C	28.2283604149928	2.56215851364326	25.1934473522215
YDR258C_crA	IV	973339	973277	973308	971807	971772	-	YDR258C	205.330064057577	2.28426324425717	18.5878799790162
YDR263C_crA	IV	994970	994672	994821	994241	994060	-	YDR263C	16.9630782437914	1.03190256314653	21.027256653183
YDR266C_crA	IV	1001271	1001123	1001197	1000103	999996	-	YDR266C	17.8438100658076	-0.406306228108561	16.7949767514297
YDR266C_crB	IV	1001052	1000904	1000978	1000103	999996	-	YDR266C	90.7599995571034	0.190115389713752	16.7949767514297
YDR270W_crA	IV	1006973	1007035	1007004	1008689	1008729	+	YDR270W	16.8275960792653	1.69857312458521	24.0380897868733
YDR270W_crB	IV	1007465	1007591	1007528	1008689	1008729	+	YDR270W	51.2033342908786	1.87923215412585	24.0380897868733
YDR283C_crA	IV	1026612	1026200	1026406	1025069	1024948	-	YDR283C	42.5075783093218	0.867362430699105	17.9560953381616
YDR285W_crA	IV	1034056	1034222	1034139	1035063	1035225	+	YDR285W	47.6754870731706	1.13798316269147	16.0906823633279
YDR291W_crA	IV	1041136	1041236	1041186	1042961	1043169	+	YDR291W	12.7705446846587	0.771733483495251	21.7377662149087
YDR291W_crB	IV	1041483	1041703	1041593	1042961	1043169	+	YDR291W	53.97411972839	0.98736554206848	21.7377662149087
YDR295C_crA	IV	1053608	1053498	1053553	1052622	1052556	-	YDR295C	35.5918685115265	1.38924116011297	22.506133973539
YDR306C_crA	IV	1074786	1074668	1074727	1073734	1073668	-	YDR306C	14.56268014711	1.0005600626777	15.2025797499903
YDR316W_crA	IV	1094075	1094111	1094093	1095178	1095136	+	YDR316W	67.7225988388563	1.71094337854311	15.3218392033973
YDR316W_crB	IV	1094504	1094556	1094530	1095178	1095136	+	YDR316W	77.5711684412107	2.00232186101201	15.3218392033973
YDR318W_crA	IV	1104058	1104204	1104131	1104947	1105080	+	YDR318W	25.9464087490193	0.448420507545776	18.4264866437731
YDR318W_crB	IV	1104282	1104390	1104336	1104947	1105080	+	YDR318W	11.7624703448228	0.869909554393846	18.4264866437731
YDR320C_crA	IV	1107425	1107347	1107386	1106094	1106011	-	YDR320C	100.479558047704	0.989790437350064	19.3379290060832
YDR320C_crB	IV	1107180	1107142	1107161	1106094	1106011	-	YDR320C	16.4800812086412	1.32067706351875	19.3379290060832
YDR332W_crA	IV	1132066	1132198	1132132	1133070	1133122	+	YDR332W	17.739232886328	1.08094101013216	19.2961760700742
YDR333C_crA	IV	1134607	1134303	1134455	1133259	1132981	-	YDR333C	33.8886928188593	0.904124489462032	27.1764781848858
YDR338C_crA	IV	1148410	1148146	1148278	1147378	1147254	-	YDR338C	28.061737204105	1.58426661193847	26.7983219401781
YDR348C_crA	IV	1171013	1170881	1170947	1170325	1170182	-	YDR348C	80.5854490266672	0.377819416174613	16.170813015935
YDR350C_crA	IV	1177389	1177253	1177321	1176119	1176014	-	YDR350C	37.8566336650504	1.10147252586632	18.4749626163084
YDR351W_crA	IV	1179910	1180214	1180062	1181260	1181404	+	YDR351W	24.3837874117808	0.00997486327319019	20.1221822796003
YDR351W_crB	IV	1180305	1180479	1180392	1181260	1181404	+	YDR351W	47.2692640586464	0.450676687410652	20.1221822796003
YDR363W_crA	IV	1199924	1199972	1199948	1200553	1201493	+	YDR363W	135.947818579418	1.89160949574799	25.3367916150361
YDR367W_crA	IV	1213235	1213325	1213280	1213614	1213637	+	YDR367W	16.236101411258	-0.711285906916737	15.4108633823153
YDR369C_crA	IV	1215842	1215572	1215707	1215015	1215024	-	YDR369C	67.8555059479702	1.96588198582355	24.1629923684483
YDR370C_crA	IV	1218382	1218188	1218285	1217781	1217776	-	YDR370C	34.654749867981	0.415121283854568	20.2581029746224
YDR371W_crA	IV	1219817	1219941	1219879	1220948	1221053	+	YDR371W	31.7598697465164	0.373752063615166	17.1569945537778
YDR371W_crB	IV	1220027	1220235	1220131	1220948	1221053	+	YDR371W	37.8800701296204	0.612644139226707	17.1569945537778
YDR374C_crA	IV	1223751	1223647	1223699	1223473	1223473	-	YDR374C	5.86790648953938	1.44362827692415	15.3807378222148
YDR379W_crA	IV	1231610	1231820	1231715	1233196	1233253	+	YDR379W	44.8635548990874	1.10603082390582	22.3991273059145
YDR386W_crA	IV	1247123	1247229	1247176	1247982	1248093	+	YDR386W	38.864327567458	1.4019962548101	30.5847974057193
YDR386W_crB	IV	1247347	1247445	1247396	1247982	1248093	+	YDR386W	53.2378186865989	2.41905421917471	30.5847974057193
YDR387C_crA	IV	1248752	1248634	1248693	1248153	1248080	-	YDR387C	137.195205056353	1.19309375454401	23.6442638096824
YDR387C_crB	IV	1248612	1248548	1248580	1248153	1248080	-	YDR387C	0.0256245772415866	2.10866622432448	23.6442638096824
YDR402C_crA	IV	1273072	1272960	1273016	1272233	1272233	-	YDR402C	5.93662327940745	1.61961550158491	20.3291050278501
YDR403W_crA	IV	1275218	1275272	1275245	1276212	1276317	+	YDR403W	27.8622008481363	3.44225616721721	21.4698234085068
YDR403W_crB	IV	1275502	1275608	1275555	1276212	1276317	+	YDR403W	48.4465260360037	2.90699795985482	21.4698234085068
YDR403W_crC	IV	1275759	1275799	1275779	1276212	1276317	+	YDR403W	42.5905433846734	3.08073816801589	21.4698234085068
YDR416W_crA	IV	1300000	1300110	1300055	1301011	1300973	+	YDR416W	73.9562881143071	1.78327490097045	30.4552595431662
YDR419W_crA	IV	1304309	1304579	1304444	1305072	1305389	+	YDR419W	36.8554609430239	0.594835456842557	15.8042760716438
YDR420W_crA	IV	1309551	1309753	1309652	1311675	1311757	+	YDR420W	33.5809040050195	-0.122642089128059	23.538843584352
YDR420W_crB	IV	1309996	1310328	1310162	1311675	1311757	+	YDR420W	33.1029379725889	0.518009003649525	23.538843584352
YDR421W_crA	IV	1313282	1313376	1313329	1314892	1315085	+	YDR421W	70.9233510183428	1.97703455175313	30.6734473822318
YDR422C_crA	IV	1316656	1316336	1316496	1315325	1315040	-	YDR422C	21.8397011063464	0.0978053217728216	20.2124129281581
YDR422C_crB	IV	1316046	1315956	1316001	1315325	1315040	-	YDR422C	42.9502282474239	0.541982744423813	20.2124129281581
YDR425W_crA	IV	1320827	1320983	1320905	1321941	1321957	+	YDR425W	28.2802884769778	1.21397327380634	20.7285054742545
YDR425W_crB	IV	1321331	1321459	1321395	1321941	1321957	+	YDR425W	64.6999017749819	1.66041736792124	20.7285054742545
YDR436W_crA	IV	1335804	1335928	1335866	1336953	1336989	+	YDR436W	44.957087299964	1.45555502486012	29.8923369460777
YDR441C_crA	IV	1344806	1344738	1344772	1344516	1344232	-	YDR441C	15.2101193050152	-0.400391072253444	15.5678598092339
YDR443C_crA	IV	1347941	1347821	1347881	1345675	1345376	-	YDR443C	40.3024902743977	1.04328840902222	27.9388768236069
YDR444W_crA	IV	1351570	1351806	1351688	1352353	1352349	+	YDR444W	54.0766987785045	0.76651753297275	17.5455347244684
YDR456W_crA	IV	1368536	1368642	1368589	1369386	1369469	+	YDR456W	69.0017689097506	0.114890825457135	19.6798445401073
YDR456W_crB	IV	1368701	1368807	1368754	1369386	1369469	+	YDR456W	18.9345515278122	0.641096202388844	19.6798445401073
YDR457W_crA	IV	1377691	1377875	1377783	1379596	1379701	+	YDR457W	56.7644464781077	0.359912546497081	23.8151755698472
YDR457W_crB	IV	1378012	1378196	1378104	1379596	1379701	+	YDR457W	75.7048437053083	1.00010697449315	23.8151755698472
YDR458C_crA	IV	1381100	1380880	1380990	1380054	1379880	-	YDR458C	38.7681403895757	0.336935305278531	20.1306170332064
YDR464W_crA	IV	1391525	1391727	1391626	1393179	1393317	+	YDR464W	64.1410435046828	0.645716138730793	20.3824062357865
YDR470C_crA	IV	1400468	1400300	1400384	1399705	1399616	-	YDR470C	17.2332065009726	1.10307684890028	16.8808643808763
YDR480W_crA	IV	1418041	1418145	1418093	1418370	1418445	+	YDR480W	38.7907018341013	0.774254704896816	15.3658104860337
YDR484W_crA	IV	1423693	1423853	1423773	1424688	1424717	+	YDR484W	32.9092111621095	0.596326260019022	21.2927761858613
YDR485C_crA	IV	1426008	1425806	1425907	1424819	1424696	-	YDR485C	86.8793357810812	1.12850343134071	25.7683505452683
YDR485C_crB	IV	1425741	1425603	1425672	1424819	1424696	-	YDR485C	57.5326947577548	1.51551803780402	25.7683505452683
YDR490C_crA	IV	1433319	1433189	1433254	1431967	1431896	-	YDR490C	52.0316558443656	0.503416056363114	20.5297033513137
YDR490C_crB	IV	1433125	1432995	1433060	1431967	1431896	-	YDR490C	20.1012081148432	0.77255292116733	20.5297033513137
YDR495C_crA	IV	1438781	1438601	1438691	1438114	1438088	-	YDR495C	55.9144157188627	1.64877497105503	23.4285379333268
YDR507C_crA	IV	1463948	1463706	1463827	1462357	1462144	-	YDR507C	46.1577782585261	0.262573075517718	21.6865663770075
YDR520C_crA	IV	1481965	1481883	1481924	1481084	1480968	-	YDR520C	27.2522492605323	1.29830233253151	26.4727969784405
YDR520C_crB	IV	1481691	1481585	1481638	1481084	1480968	-	YDR520C	72.1445259264695	2.12310376980693	26.4727969784405
YDR522C_crA	IV	1484600	1484456	1484528	1483794	1483794	-	YDR522C	3.12399917408583	2.13352530272488	20.5457616402959
YDR536W_crA	IV	1508895	1508997	1508946	1509714	1509766	+	YDR536W	14.3993045004454	3.70424425013532	30.0909533672275
YDR539W_crA	IV	1512867	1513025	1512946	1513605	1513943	+	YDR539W	49.2655114142925	0.824934847944245	17.0093564649371
YEL023C_crA	V	109025	108919	108972	108503	108428	-	YEL023C	113.646785278169	2.76651600893909	26.1373372873108
YEL025C_crA	V	104226	104018	104122	102580	102308	-	YEL025C	40.0261260204907	0.153674839563156	19.2812526108405
YEL025C_crB	V	103857	103509	103683	102580	102308	-	YEL025C	33.6187523106763	0.534810723991804	19.2812526108405
YEL030W_crA	V	95605	95925	95765	96578	96577	+	YEL030W	66.7369491281192	2.20797543897225	21.5486207639916
YEL053C_crA	V	54893	54681	54787	53900	53812	-	YEL053C	70.9519804843961	0.902974732408768	21.0219173862153
YEL055C_crA	V	50562	50356	50459	48470	48284	-	YEL055C	68.512409247467	-0.137465640507967	15.7374122739853
YEL057C_crA	V	45313	45241	45277	45019	44900	-	YEL057C	84.6918810737943	2.42045973615044	15.3942941845564
YEL057C_crB	V	45235	45195	45215	45019	44900	-	YEL057C	NA	NA	15.3942941845564
YEL062W_crA	V	35662	35764	35713	36254	36401	+	YEL062W	55.4119051392955	1.27451966298995	22.7443906447589
YEL064C_crA	V	30500	30336	30418	29796	29500	-	YEL064C	24.2076388496391	0.153470799417661	19.3326200082575
YEL064C_crB	V	30324	30236	30280	29796	29500	-	YEL064C	17.4819291059916	0.798981050417395	19.3326200082575
YEL077C_crA	V	2324	2222	2273	263	263	-	YEL077C	22.5040358948305	1.0392167373927	18.6098754225311
YEL077C_crB	V	2184	1956	2070	263	263	-	YEL077C	5.1091403852697	1.18692998433008	18.6098754225311
YER005W_crA	V	161236	161458	161347	162442	162506	+	YER005W	32.6089350255919	0.143006604587393	16.3986897426634
YER007W_crA	V	165183	165349	165266	166083	166162	+	YER007W	32.2624197666469	0.369941879225296	17.4052887874368
YER007W_crB	V	165352	165438	165395	166083	166162	+	YER007W	2.4319896625406	0.778303405561227	17.4052887874368
YER008C_crA	V	170173	169847	170010	167807	167733	-	YER008C	66.5589449002323	0.890828944745026	24.0528361748381
YER010C_crA	V	173035	172975	173005	172633	172549	-	YER010C	27.1975813354581	0.767439761394034	16.3723482572171
YER013W_crA	V	180097	180249	180173	182278	182274	+	YER013W	32.5592603000826	0.710486532353974	22.7232905352412
YER013W_crB	V	180321	180453	180387	182278	182274	+	YER013W	21.7824089972078	0.858473311859165	22.7232905352412
YER015W_crA	V	186110	186232	186171	186775	186978	+	YER015W	77.4404784053456	2.05326877549877	23.1240626407243
YER017C_crA	V	190820	190610	190715	189502	189445	-	YER017C	48.1296297123941	-0.0828034067042898	17.7714492117516
YER017C_crB	V	190508	190380	190444	189502	189445	-	YER017C	62.3423223513829	0.305176979040836	17.7714492117516
YER022W_crA	V	199929	200167	200048	200875	200914	+	YER022W	47.5413619129847	0.50253310350135	16.1681380041196
YER024W_crA	V	204075	204335	204205	204963	205026	+	YER024W	30.3870820605375	1.41312823296751	18.4530784135301
